id,conversation_type,prompt,answer,source,word_count
riddle_061,riddle,"If it takes 10 people 10 days to dig a hole, how long will it take 5 people to dig 1/2 a hole?",10 days,riddle_sense,23
riddle_062,riddle,"I live in a city where everything is black. Black cars, black houses, black everything. We have no electriciy anywhere. One day we saw a light! How is that possible?",it was daytime,riddle_sense,30
riddle_063,riddle,"I am slim and tall, Many find me desirable and appealing. They touch me and I give a false good feeling. Once I shine in splendor, But only once and then no more. For many I am ""to die for"". What am I?",im a cigarette,riddle_sense,43
riddle_064,riddle,"I have a long neck, I'm named after a bird, I Feed on cargo of ships I'm not alive What am I ?",crane,riddle_sense,23
riddle_065,riddle,there is a butcher that is five foot five(5. 5). . . . . . . . . . . . . . . . . . . . . . . . what does he wiegh???,meat,riddle_sense,37
riddle_066,riddle,"A boy and his father are a car the car crashes and the farther is fine but the young man is in a bad way and needs to be opperated on, but the opperator said i can not apperate on him evryone asks why and the opperator said hes my son? who is the opporator",his mother is the opperator,riddle_sense,55
riddle_067,riddle,The person who made me doesnt want me. The person who bought knows who needs it. The person who needs it doesnt know it.,coffin duhh,riddle_sense,24
riddle_068,riddle,seven hearts the journey will make and seven ways the heart will break flesh and bones and pooring rain come to me and il suck your brain. whatam i,love,riddle_sense,29
riddle_069,riddle,"make four 9's equal to 100 by using addition,subtraction,multyplacation,and/or division. you can only use fuor 9's in the solving prosses.youmay not have any remainders.",9999100,riddle_sense,24
riddle_070,riddle,"We travel much, yet prisoners are, and close confined to boot. Yet with any horse, we will keep the pace, and will always go on foot. What are they?",spurs,riddle_sense,29
riddle_071,riddle,I went across the london Bridge to see me sister Sally. I tipped my hat and drew my cane now tell me what is my name??,andrew mycane,riddle_sense,26
riddle_072,riddle,i have one voice. when im young i walk n 4 when im older i walk on 2 when im young i walk on 3. im slowest on 3 what am I?,human,riddle_sense,32
riddle_073,riddle,"WHAT DO YOU HAVE WHEN YOUR HEAD IS HOT, YOUR FEET ARE COLD, AND YOU SEE SPOTS IN FRONT OF YOUR EYES?",polkdot sock on your head,riddle_sense,22
riddle_074,riddle,"I am a lightbulb. Someone flicks the switch. I usually turn on, but i didn't this time. The person checks the outlet, and i am plugged in all the way. Why didn't i turn on.",i burned out,riddle_sense,35
riddle_075,riddle,I always point in the right direction. My instructions are written in black and white. Disobey me and pay the consequences. I will never say more than two words at a time. What am I?,one way sign,riddle_sense,35
riddle_076,riddle,michael owen has a short one. . . . . . arnold schwarzenegger has a long one. . . . 'madonna' has nothing. . . . . . . the pope has one but dosent use it. . . . . . what am i???. . . . . . .,      a surname,riddle_sense,51
riddle_077,riddle,"If there's brownie mix on first base, pudding on second base, and cookie dough on third base, then who is going to hit the ball?",cake batter,riddle_sense,25
riddle_078,riddle,"forever foe to what is wrong, men rage if i be lost by theft; i am what justice works to bring, And all you have when nothings left",rights,riddle_sense,28
riddle_079,riddle,My first is twice in apple but not once in tart. My second is in liver but not in heart. My third is in giant and also in ghost. Whole I'm best when I am roast. What am I?,word pig,riddle_sense,39
riddle_080,riddle,"While i did live, i food did give, which many one did daily eat now being dead, you see they tread me under feet about the street",cow,riddle_sense,27
riddle_081,riddle,"Find the four digit number in which the first digit is one fourth of the last digit, the second digit is 6 times the first digit, and the third digit is the second digit plus 3.",1694,riddle_sense,36
riddle_082,riddle,"There was a buss with 26 people in it. Then, they decided to cross the Golden Gate Bridge. When they crossed the bridge, there was no single person left. Also, no one got out from the bus. What happened?",they all got married,riddle_sense,39
riddle_083,riddle,"You are a bus driver. He/she goes to the first stop, pick up 24 people. second;67 third;97. How old is the bus driver?",however old you are,riddle_sense,23
riddle_084,riddle,"Four cars come to a four way stop, all coming from a different direction. They can't decide who got there first, so they all go forward at the same time. They do not crash into each other, but all four cars go. How is this possible?",they all made righthand turns,riddle_sense,46
riddle_085,riddle,"I was shot by my wife, Than she drowned me for 20 minutes, After that she hung me for 5 minutes, 20 minutes later she took me out to dinner. How is this possible?",my wife is a photographer,riddle_sense,34
riddle_086,riddle,A lady and a man have kids on the same day of the same year and they are not twins how can that be.,they were triplets,riddle_sense,24
riddle_087,riddle,"One day a man went up to an old cottage, knocked on the door, and an old woman answered. The man said, ""Good morning, Ms. Turner. "" If they never met, seen, or heard of each other, how did he know her name?",man was mailman,riddle_sense,43
riddle_088,riddle,"Tara has $29. 00 dollars. She bought 4 coloring books that cost $3. 00 each, 4 boxes of crayola crayons that cost $2. 00 each. She spend the rest of her money on markers. How much money did she spend on markers",9 00 on markers,riddle_sense,42
riddle_089,riddle,there are two pigs in the front two pigs in the back and one pig in the middle. How many pigs are there?,three pigs,riddle_sense,23
riddle_090,riddle,My first is nothing but a name; my second is more small; my whole is of so little fame it has no name at all,nameless,riddle_sense,25
riddle_091,riddle,"What is attached to the mind yet pierces the skull, some are born with them but do not stand tall.",horns on an animal,riddle_sense,20
riddle_092,riddle,"As I was going to Dover I saw 3 men, each men had 2 wives, each wife had a sack, each sack had a cat, each cat had seven kittens. How many were going to Dover?",1 me,riddle_sense,36
riddle_093,riddle,"there was a boy who invited a friend over to play. the mum said ""im going to go to the shops now"". so she did. the kids played footy inside. when mum got home and said ""you have been playing football haven't you?"" How did she know??",glass was on outside,riddle_sense,47
riddle_094,riddle,There is such an entity in the world that spends more time on the surface than any other. Place is not a concern. What is this entity?,fzer0slipper proning,riddle_sense,27
riddle_095,riddle,"I cut through evil like a double edged sword, And chaos flees at my approach. Balance I single-handedly upraise, Through battles fought with heart and mind, Instead of with my gaze. What am I?",justice,riddle_sense,34
riddle_096,riddle,"My first is a creature whose breeding is unclear. My second, a price you must pay. My whole can be found in the river of Time and refers to events of today. What am I?",current,riddle_sense,35
riddle_097,riddle,"A woman proves in court that her husband was murdered by her sister, but the judge decides that the sister cannot be punished. Why?",sisters are siamese twins,riddle_sense,24
riddle_098,riddle,"I may be simple, I may be complex; I may have a name, but no gender or sex; I am often a question, or statements as a setup; I tend to have an answer, 'til you find it I won't let up. What am I?",riddle,riddle_sense,45
riddle_099,riddle,"what is as big as a biscuit, and deep as a cup but not even a river can fill it up?",strainer,riddle_sense,21
riddle_100,riddle,"You ride on me every day but barely notice, I'm hot and cold at the very same time, I'm the densest of my clan, And my first three help you enjoy music. What am I?",earth ear,riddle_sense,35
emotional_001,emotional,"You know, I feel like God is actually being really good to me, even though sometimes I complain or feel as though I don't deserve it.",surprised,empathetic_dialogues,26
emotional_002,emotional,I got a call from my sister's boyfriend that she was in a car wreck and was being life-flighted to the hospital with no information on her condition. Just that I need to get there quick.,apprehensive,empathetic_dialogues,36
emotional_003,emotional,My boss tasked my coworkers and I each with an individual project and whoever did the best would get a promotion. My coworker blew us all out of the water with her project. I only wish I had her skill...,jealous,empathetic_dialogues,40
emotional_004,emotional,"I am deep cleaning my kitchen as fall arrives and wow, I pulled out my fridge and found this caked black dust bunnies and grease gunk.",disgusted,empathetic_dialogues,26
emotional_005,emotional,I was using the bathroom on a train in rome. I didnt lock the door properly and a woman walked in on me. She laughed.,embarrassed,empathetic_dialogues,25
emotional_006,emotional,My sister is getting married next week. Am so happy for her but some where down the heart i feel something heavy,sentimental,empathetic_dialogues,22
emotional_007,emotional,"I won tickets to a concert and when we got there, they were supposed to have the tickets at the box office and they didn't so the refused us no matter how much proof we gave that we won. It was ridiculous!",furious,empathetic_dialogues,42
emotional_008,emotional,My wife is at the hospital getting checked right now. I think we might be getting good news about a new addition to the family.,anticipating,empathetic_dialogues,25
emotional_009,emotional,When I was younger I slept in the attic of what everyone thought was a haunted house. There'd be shadowy spectres and sounds all night every night.,afraid,empathetic_dialogues,27
emotional_010,emotional,I took the kids to visit the residents at the Veterans Home. We made some special treats to take to them.,caring,empathetic_dialogues,21
emotional_011,emotional,My dog got into some grapes the other day when my toddler had hid them in a toy and the dog found them. I know grapes are not good for dogs! It made me so nervous!,anxious,empathetic_dialogues,36
emotional_012,emotional,"I'm feeling a little down right now. I was supposed to meet friends for a little trip this weekend, but I got stuck working late at work.",sad,empathetic_dialogues,27
emotional_013,emotional,It's been a rough day! My water heater is busted. Fortunately I got a plumber coming in that can fix it over the weekend.,hopeful,empathetic_dialogues,24
emotional_014,emotional,"Hey this guy who lives with me wasn't doing his scheduled work, and I had to talk to him about it..",annoyed,empathetic_dialogues,21
emotional_015,emotional,"I work in a position with a few other coworkers in the same position. One, who does little work, recently got a promotion. He was even there less time than me.",jealous,empathetic_dialogues,31
emotional_016,emotional,"When we were kids, my older sister pretended to abandon me at the mall because I was being a brat.",terrified,empathetic_dialogues,20
emotional_017,emotional,I felt very special and appreciated when my supervisor praised my work in front of other team members during our weekly meeting,grateful,empathetic_dialogues,22
emotional_018,emotional,"I was scared at first because the water looked cold and the pool was deep. When I saw my Dad's face however, I knew he would catch me so I jumped in the water.",trusting,empathetic_dialogues,34
emotional_019,emotional,"In all seriousness, even as an adult, I am scared of the dark. I think it is from all the scary movies I used to watch as a child.",afraid,empathetic_dialogues,29
emotional_020,emotional,I had just moved in and my neighbor asked to borrow my gate card real quick. I let her use it.,trusting,empathetic_dialogues,21
emotional_021,emotional,I have been collecting supplies for this hurricane season. I think I am ready for anything that comes our way!,prepared,empathetic_dialogues,20
emotional_022,emotional,I was at a restaurant today for lunch and some lady just takes out her nail clippers and starts cutting her nails.,disgusted,empathetic_dialogues,22
emotional_023,emotional,My neighbors drive me crazy and they're so weird. The bring huge Cloud chairs onto their tiny front stoop and lay back side by side together. It looks like they might fall off if they move at all.,annoyed,empathetic_dialogues,38
emotional_024,emotional,My false tooth came out while I was on a date with a guy I'd liked for months! It was horrible.,ashamed,empathetic_dialogues,21
emotional_025,emotional,So I was walking my dogs today and I tripped over Boomer's feet! As if that wasn't bad enough I was in front of the school and everyone saw me fall that was dropping off their kids,embarrassed,empathetic_dialogues,37
emotional_026,emotional,"I found a wallet in the subway. Instead of bringing it to an agent, I took it with me. I feel bad about it.",guilty,empathetic_dialogues,24
emotional_027,emotional,"So, it is more than a month past the 4th of July. My neighbors are still shooting off fireworks at night. I am not happy.",annoyed,empathetic_dialogues,25
emotional_028,emotional,I work with high school dropouts. One of my students went above and beyond to complete their last course and finish high school. It was very inspiring. He even invited me to his graduation!,impressed,empathetic_dialogues,34
emotional_029,emotional,I went on my first roller coaster last month! I was scared out of my mind and was sweating bullets!,terrified,empathetic_dialogues,20
emotional_030,emotional,I was shocked in a good way when my dad got me a truck. It was for my senior year in high school,surprised,empathetic_dialogues,23
emotional_031,emotional,I was scared to move so far away from where i grew up and everything I knew but I've been presently surprised by where I am now. I really love it here.,trusting,empathetic_dialogues,32
emotional_032,emotional,I just got some crushing news. I just got a call to tell me I did not get the job I really wanted.,devastated,empathetic_dialogues,23
emotional_033,emotional,"Hello, I felt trusting only a few times in life, the first time was then i began to date a new girl. I trusted she had changed from her past relationship.",trusting,empathetic_dialogues,31
emotional_034,emotional,My husband and I are taking the kids to see my family on Monday. I have been doing laundry and packing so we are ready to go.,faithful,empathetic_dialogues,27
emotional_035,emotional,my brother showed up to my bday party . he moved out of the state 6 months ago. i hadnt seen him since,surprised,empathetic_dialogues,23
emotional_036,emotional,My husband used to tell me to go to sleep at night when my daughter was born. I didn't want to go to sleep because I didn't want to miss a moment with her.,sentimental,empathetic_dialogues,34
emotional_037,emotional,My boss just informed me that I will be getting a bunch of unfinished work from a coworker that was promoted. I am so mad that I have to do my stuff and someone elses incomplete work!,furious,empathetic_dialogues,37
emotional_038,emotional,"So, I flew into San Diego this morning, and when I got here my car reservation was never processed by the car rental company.",furious,empathetic_dialogues,24
emotional_039,emotional,My son and his wife are expecting their first child this fall. I am so excited and looking forward to being a grandmother.,anticipating,empathetic_dialogues,23
emotional_040,emotional,I was on the edge of my seat watching the local election results. I was hoping my candidate would win.,anticipating,empathetic_dialogues,20
emotional_041,emotional,it was just yesterday when i was going for an interview and personally i was so afraid because i did not know what were the end results,afraid,empathetic_dialogues,27
emotional_042,emotional,There were a lot of reasons why I needed to put my pictures of my mom away after she died but I found one this morning out of nowhere and it brought back some great memories instead of tears for once.,sentimental,empathetic_dialogues,41
emotional_043,emotional,"Whenever my walk with my friend, I get so frustated. He walks so slow it takes forever to get anywhere.",annoyed,empathetic_dialogues,20
emotional_044,emotional,"This last Saturday, I was waiting in the line for the official to sign my driving license documents at DPS. I don't know how, but i suddenly fell to the ground as if my legs stopped working. It was so embarrassing as there were many people",embarrassed,empathetic_dialogues,46
emotional_045,emotional,I was a little on edge when I dropped my daughter off at a movie with her friend alone for the first time,surprised,empathetic_dialogues,23
emotional_046,emotional,I was supposed to mail off a check to pay a bill today and I forgot to put it in the mail when I left for work.,angry,empathetic_dialogues,27
emotional_047,emotional,My dog Ronnie just died. He was hit by a car and it was the worst thing that ever happened to me.,devastated,empathetic_dialogues,22
emotional_048,emotional,"This Monday, for our team's weekly meeting, i am expected to make a big presentation about my progress on the project in front of the CEO of the company I work for. I am very nervous and full of anxiety",anxious,empathetic_dialogues,40
emotional_049,emotional,I know I shouldnt have felt the way I did but man it was hard when my daughter threw a fit at the store!,embarrassed,empathetic_dialogues,24
emotional_050,emotional,"I'm not in the best financial situation right now. Hear me out, these ramen noodles will turn into filet mignon steaks one day!",hopeful,empathetic_dialogues,23
emotional_051,emotional,I set up my old Nintendo system and had so much fun playing it. It really reminded me of when I was a child.,nostalgic,empathetic_dialogues,24
emotional_052,emotional,"I don't really have much direction in my life right now, I'm just trying to keep my head above water because I don't really have any other option.",apprehensive,empathetic_dialogues,28
emotional_053,emotional,I live in a town that has several major highways. The other day I passed an awful accident where a car was mutilated beyond recognition and it was do to the carelessness of someone speeding onto the on ramp of the highway and not watching the traffic coming as they entered it. It made me angry.,furious,empathetic_dialogues,56
emotional_054,emotional,I got a call from my friend. Him and his wife are expecting their first kid and were just told they are having triplets!,surprised,empathetic_dialogues,24
emotional_055,emotional,"Reflecting back on my youth, I remember all the times I'd steal candy bars from the convenience store on the way home from school",ashamed,empathetic_dialogues,24
emotional_056,emotional,I was in a neighbors house when they weren't there (I had a key) which was not uncommon. I heard voices and felt like there was a ghost in the house.,afraid,empathetic_dialogues,31
emotional_057,emotional,"When I was a young girl, and mother of a two year old, my own mom passed away. This was a very sad time for me as I'm an only child and my father wasn't around either.",lonely,empathetic_dialogues,37
emotional_058,emotional,My current employer has financial difficulties. It has layoff 25% of the employees. I started to look for another job. I am expecting to be part of the next layoff.,anticipating,empathetic_dialogues,30
emotional_059,emotional,"It was awful. I had a piano solo with a band that I joined and we play all over the place. Anyway, I bombed it and forgot a section so skipped forward and fumbled with the notes. Crushing.",embarrassed,empathetic_dialogues,38
emotional_060,emotional,I remember one time when I was little I was running around in the basement when I wasn't supposed to be.,guilty,empathetic_dialogues,21
emotional_061,emotional,I walked out of the grocery store yesterday after checking out and realized the stuff on the bottom of the cart wasn't paid for.,guilty,empathetic_dialogues,24
emotional_062,emotional,I took my dog on a walk without his leash! I felt scared he would run off but he did great!,trusting,empathetic_dialogues,21
emotional_063,emotional,I'm drinking a great cup of coffee and I don't have any major plans for the day other than relaxing.,content,empathetic_dialogues,20
emotional_064,emotional,"The first time I asked a girl out, it was way back in middle school. My heart was beating out of my chest. She said no, but I learned that rejection isn't the end of the world.",anxious,empathetic_dialogues,37
emotional_065,emotional,I was having a bad day the other day but my spouse went and surprised me with my favorite food.,nostalgic,empathetic_dialogues,20
emotional_066,emotional,I'm happy that I've got more maturity and self-discipline than most of my friends. Based on my bank account and current income I can tell hen it's a good time to party and when it's a good time to stay in. This situation also explains why most of them are broke and I'm not.,proud,empathetic_dialogues,54
emotional_067,emotional,I was walking home from work at night when I accidentally stepped on a dead rat. I almost puked myself looking at it.,disgusted,empathetic_dialogues,23
emotional_068,emotional,One time my car ran out of gas on the side of the road and a friend helped me by getting gas for me.,grateful,empathetic_dialogues,24
emotional_069,emotional,I was at the store last week and slipped on some water on the floor I didn't see. I broke my leg! I was mortified!,embarrassed,empathetic_dialogues,25
emotional_070,emotional,"I've bought everything that I need for the house: foods, ammos, and other essentials that would last me months to come.",prepared,empathetic_dialogues,21
emotional_071,emotional,Years ago I had a friend who would tell me everything and told me she would always be there for me,trusting,empathetic_dialogues,21
emotional_072,emotional,Last night I was going through my son's memory box and I found his report card from 4th grade. He was always in some kind of mischief. Always makes me smile to read these memories.,sentimental,empathetic_dialogues,35
emotional_073,emotional,"one time I realized the milk I bought was expired, I went back to the store to buy more only to realized it was expired too.",annoyed,empathetic_dialogues,26
emotional_074,emotional,I can't believe my luck! I won $250 on a $1 scratch off ticket. I really needed that money too!,excited,empathetic_dialogues,20
emotional_075,emotional,"I got a pet hermit crab when I was on vacation in Hawaii, and I just found him dead this morning.",sad,empathetic_dialogues,21
emotional_076,emotional,"My brother moved to California a few days ago. It was stressful for him, but he's always been good at thinking things through",hopeful,empathetic_dialogues,23
emotional_077,emotional,i made some potatoes that my mom used to make when i was a kid it made me miss home,nostalgic,empathetic_dialogues,20
emotional_078,emotional,I recently got promoted at my job. It was something I had been trying to obtain for a long time.,joyful,empathetic_dialogues,20
emotional_079,emotional,Have you ever had one of those moments in your life that you have no clue how you are still alive?,grateful,empathetic_dialogues,21
emotional_080,emotional,"When my mom got out of rehab and was clean, I was happy for her. She worked hard for it",proud,empathetic_dialogues,20
emotional_081,emotional,"As you may know, our country is experience a very deep racial division and tension in the recent years. I am hopeful that we will get over it sooner or later",hopeful,empathetic_dialogues,31
emotional_082,emotional,My cousin got married on a budget recently. I was wondering how it would turn out and it ended up being very stylish and nice looking.,impressed,empathetic_dialogues,26
emotional_083,emotional,"My family went to the zoo last weekend when the weather channel said it would be mostly a nice day. We are all fairly smart so just incase we brought unbrellas should the sky spontaneously fall on us. At one point it did, and we were not some of the many folks who were without umbrellas!",prepared,empathetic_dialogues,56
emotional_084,emotional,"So a few years ago, my best friend who lives in NYC surprised me by flying down to spend New Year's Eve with me in my city. I had no idea!",surprised,empathetic_dialogues,31
emotional_085,emotional,"Today i waited for the cable company to show up at my house for 5 hours... No one ever came""",angry,empathetic_dialogues,20
emotional_086,emotional,I found some of my kids artwork from when they were little and it made me miss having them around all the time.,sentimental,empathetic_dialogues,23
emotional_087,emotional,"Why should I not be jealous, how can a guy that is not educated any more than a masters degree holder",jealous,empathetic_dialogues,21
emotional_088,emotional,It's crazy how the big changes in my life I thought were catastrophes ended up being catalysts for a better future. I'm thankful for all of them.,grateful,empathetic_dialogues,27
emotional_089,emotional,"I can't complain about anything right now. I have a roof over my head, a decent job, and a wonderful family.",content,empathetic_dialogues,21
emotional_090,emotional,I've been married for 30 years. I love my husband but I kind of miss the fun of flirting and dating someone new.,faithful,empathetic_dialogues,23
emotional_091,emotional,"Last week, at work, I didn't notice that my pant zipper was open. I felt so bad when I notice it.",ashamed,empathetic_dialogues,21
emotional_092,emotional,"When I was younger I had been trying to get pregnant for a long time, but wasn't having luck. Suddenly my husband and I found out we were going to have a baby. We were so happy.",joyful,empathetic_dialogues,37
emotional_093,emotional,"I wanted to go to the party but I was not entirely prepared, so I borrowed my sister's fancy shoes without her knowledge. It happened that she was looking and I didn't know how to tell her I borrowed it. for her shoes",guilty,empathetic_dialogues,43
emotional_094,emotional,I can't stand it when you talk to someone who doesn't know a lick of English. It makes everything so difficult...,annoyed,empathetic_dialogues,21
emotional_095,emotional,"My out-of-town relatives are visiting, and there was on relative whom I really enjoy speaking with, that I didn't get to hang out with much while they were here. I won't get to seem them for a while, so it kind of stinks we didn't make the most of our time this weekend",disappointed,empathetic_dialogues,53
emotional_096,emotional,"I was very interested in a girl that lives near me. I can't seem to muster the courage to talk to her so I'm feeling pretty down in the dumps. Hopefully, one day I can let my mind stop racing and just go for it.",sad,empathetic_dialogues,45
emotional_097,emotional,I am confident I will soon find a well paying job that will allow me to pay my student debt,hopeful,empathetic_dialogues,20
emotional_098,emotional,My computer's motherboard wasn't running properly so I did a little quick fix. I'd really like it to keep running for another month or two until I can afford a new one.,hopeful,empathetic_dialogues,32
emotional_099,emotional,I really liked fossils so I went to my local museum. It was pretty cool and they had a lot of awesome fossils.,impressed,empathetic_dialogues,23
emotional_100,emotional,"I'm so glad it's finally August! It hasn't cooled off yet but all of my favorite holidays come up soon, and I'm really looking forward to the cooler weather.",grateful,empathetic_dialogues,29
